"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"74224s",0.848,0.848,0.837,0.772,0.745,0.715,0.828,0.827,0.865,0,0.468,0.516,0.47,0.497,0.743,0.674,0.657,0.629,0.638,0.679,0.713,0,0.451,0.471,0.334,0.271,0.231,0.336,0.44,0.359,0.5,0.515,0.457,0,0.525,0.541,0.014,0.00900000000000001,0.012,0.141,0.133,0.138,0.00600000000000001,0.005,0.005,0,0.00700000000000001,0.036,0.012,0.013,0.011,0.016,0.015,0.00700000000000001,0.00600000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.013,0.014,0.011,0.004,0.003,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.447,0,0.01,0.015,0.012,0.003,0.004,0.003,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.455,0.002,0.00900000000000001,0.004,0.011,0.002,0.003,0.01,0.005,0.00800000000000001,0.005,0,0.554,0.83
"75242s",0.852,0.848,0.837,0.775,0.748,0.719,0.83,0.828,0.866,0,0.463,0.511,0.464,0.499,0.743,0.677,0.663,0.633,0.628,0.679,0.714,0,0.448,0.469,0.336,0.27,0.228,0.338,0.446,0.361,0.503,0.516,0.459,0,0.524,0.539,0.013,0.00800000000000001,0.011,0.145,0.137,0.143,0.005,0.004,0.004,0,0.00800000000000001,0.041,0.012,0.013,0.011,0.016,0.015,0.00800000000000001,0.00600000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.013,0.014,0.011,0.004,0.003,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.444,-0.001,0.011,0.016,0.013,0.004,0.005,0.004,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.454,0.002,0.01,0.005,0.012,0.003,0.003,0.011,0.00600000000000001,0.00900000000000001,0.00600000000000001,0,0.551,0.834
"76260s",0.855,0.851,0.839,0.78,0.753,0.725,0.832,0.829,0.868,0,0.458,0.507,0.463,0.502,0.747,0.681,0.668,0.638,0.618,0.682,0.713,0,0.447,0.467,0.337,0.272,0.228,0.341,0.452,0.363,0.503,0.518,0.46,0,0.519,0.537,0.013,0.00800000000000001,0.011,0.151,0.142,0.148,0.005,0.005,0.004,0,0.00900000000000001,0.047,0.012,0.013,0.011,0.017,0.016,0.00800000000000001,0.00600000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.013,0.014,0.011,0.004,0.003,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.439,-0.001,0.011,0.016,0.013,0.004,0.005,0.004,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.451,0.002,0.01,0.005,0.012,0.003,0.004,0.011,0.00600000000000001,0.00900000000000001,0.00600000000000001,0,0.549,0.838
"77278s",0.856,0.852,0.84,0.784,0.757,0.729,0.833,0.83,0.87,0,0.453,0.503,0.463,0.501,0.749,0.685,0.672,0.642,0.608,0.684,0.712,0,0.447,0.466,0.338,0.279,0.23,0.344,0.457,0.366,0.505,0.519,0.464,0,0.518,0.534,0.013,0.00800000000000001,0.011,0.155,0.146,0.152,0.005,0.005,0.004,0,0.012,0.054,0.012,0.013,0.011,0.017,0.016,0.00800000000000001,0.00600000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.013,0.014,0.011,0.004,0.003,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.435,-0.001,0.011,0.016,0.013,0.004,0.005,0.004,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.451,0.002,0.00900000000000001,0.004,0.011,0.002,0.003,0.01,0.005,0.00800000000000001,0.005,0,0.547,0.842
"78296s",0.853,0.852,0.839,0.786,0.759,0.732,0.834,0.829,0.87,0,0.447,0.499,0.464,0.504,0.751,0.688,0.677,0.647,0.601,0.687,0.709,0,0.445,0.463,0.339,0.278,0.229,0.346,0.461,0.366,0.505,0.519,0.462,0,0.513,0.532,0.013,0.00900000000000001,0.011,0.16,0.152,0.157,0.005,0.005,0.005,0,0.015,0.062,0.012,0.013,0.011,0.017,0.017,0.00800000000000001,0.00600000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00700000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.431,-0.001,0.011,0.015,0.013,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.449,0.002,0.00900000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00800000000000001,0.005,0,0.544,0.846
"79314s",0.856,0.855,0.841,0.791,0.765,0.735,0.836,0.832,0.871,0,0.445,0.495,0.473,0.515,0.753,0.694,0.685,0.652,0.601,0.69,0.709,0,0.444,0.462,0.346,0.278,0.231,0.35,0.469,0.373,0.509,0.524,0.467,0,0.513,0.53,0.013,0.00900000000000001,0.011,0.163,0.155,0.161,0.005,0.005,0.005,0,0.018,0.07,0.011,0.012,0.011,0.018,0.017,0.00800000000000001,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00700000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.428,-0.001,0.011,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.447,0.002,0.00900000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00800000000000001,0.005,0,0.542,0.848
"80331s",0.863,0.859,0.842,0.793,0.768,0.739,0.839,0.83,0.869,0,0.434,0.487,0.493,0.543,0.753,0.701,0.696,0.659,0.606,0.692,0.708,0,0.44,0.463,0.363,0.282,0.23,0.352,0.47,0.374,0.504,0.517,0.458,0,0.516,0.526,0.014,0.01,0.012,0.168,0.159,0.167,0.00700000000000001,0.00600000000000001,0.00600000000000001,0,0.023,0.08,0.011,0.012,0.011,0.018,0.017,0.00800000000000001,0.00600000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.003,0.002,0.005,0.00900000000000001,0.005,0.00600000000000001,0,0.423,0,0.011,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.446,0.003,0.00900000000000001,0.004,0.01,0.002,0.003,0.01,0.005,0.00800000000000001,0.005,0,0.538,0.85
"81349s",0.863,0.862,0.844,0.796,0.771,0.743,0.84,0.831,0.87,0,0.436,0.488,0.488,0.542,0.756,0.705,0.698,0.664,0.606,0.695,0.711,0,0.443,0.46,0.365,0.283,0.231,0.357,0.48,0.379,0.506,0.52,0.46,0,0.512,0.524,0.014,0.01,0.012,0.171,0.164,0.17,0.00700000000000001,0.00600000000000001,0.00600000000000001,0,0.028,0.09,0.011,0.012,0.011,0.018,0.018,0.00900000000000001,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00600000000000001,0.01,0.00600000000000001,0.00700000000000001,0,0.42,0.001,0.011,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.447,0.002,0.00900000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00700000000000001,0.005,0,0.539,0.851
"82368s",0.862,0.86,0.844,0.797,0.772,0.745,0.84,0.831,0.872,0,0.431,0.482,0.474,0.533,0.758,0.705,0.701,0.665,0.598,0.699,0.709,0,0.44,0.456,0.357,0.281,0.23,0.357,0.485,0.378,0.512,0.525,0.463,0,0.512,0.523,0.013,0.00900000000000001,0.011,0.174,0.167,0.175,0.00600000000000001,0.00600000000000001,0.005,0,0.033,0.099,0.011,0.012,0.011,0.019,0.018,0.00900000000000001,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.417,0,0.011,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.445,0.002,0.00800000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00700000000000001,0.005,0,0.535,0.85
"83386s",0.862,0.861,0.846,0.803,0.778,0.749,0.841,0.834,0.874,0,0.427,0.479,0.471,0.534,0.759,0.709,0.705,0.669,0.597,0.704,0.71,0,0.438,0.456,0.36,0.285,0.232,0.36,0.491,0.383,0.516,0.53,0.469,0,0.507,0.521,0.014,0.011,0.012,0.178,0.171,0.181,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.042,0.113,0.012,0.012,0.011,0.019,0.019,0.00900000000000001,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.414,0.001,0.011,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.444,0.002,0.00900000000000001,0.005,0.011,0.003,0.003,0.011,0.00600000000000001,0.00800000000000001,0.005,0,0.532,0.85
"84403s",0.863,0.861,0.847,0.806,0.783,0.752,0.842,0.836,0.876,0,0.423,0.475,0.467,0.531,0.76,0.711,0.708,0.673,0.593,0.71,0.711,0,0.437,0.454,0.361,0.288,0.232,0.362,0.496,0.386,0.519,0.532,0.471,0,0.502,0.519,0.013,0.01,0.011,0.181,0.174,0.184,0.00600000000000001,0.00700000000000001,0.00600000000000001,0,0.051,0.125,0.012,0.012,0.011,0.02,0.02,0.00900000000000001,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.011,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.412,0.001,0.01,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00800000000000001,0.00700000000000001,0,0.445,0.002,0.00900000000000001,0.005,0.011,0.003,0.003,0.011,0.00600000000000001,0.00800000000000001,0.005,0,0.531,0.849
"85421s",0.863,0.861,0.847,0.81,0.785,0.754,0.84,0.836,0.877,0,0.418,0.471,0.462,0.531,0.759,0.713,0.712,0.676,0.591,0.715,0.711,0,0.435,0.453,0.363,0.287,0.231,0.363,0.5,0.389,0.52,0.532,0.472,0,0.5,0.517,0.014,0.011,0.012,0.183,0.176,0.188,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.063,0.143,0.012,0.012,0.011,0.02,0.02,0.01,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.003,0.002,0.005,0.00800000000000001,0.005,0.00600000000000001,0,0.41,0.001,0.01,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.444,0.002,0.00800000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00700000000000001,0.004,0,0.528,0.845
"86439s",0.864,0.862,0.849,0.812,0.789,0.756,0.842,0.838,0.878,0,0.415,0.468,0.46,0.531,0.759,0.715,0.714,0.679,0.587,0.719,0.71,0,0.434,0.451,0.366,0.289,0.231,0.365,0.503,0.39,0.521,0.535,0.476,0,0.497,0.516,0.015,0.012,0.013,0.187,0.18,0.192,0.00800000000000001,0.00800000000000001,0.00700000000000001,0,0.079,0.164,0.012,0.012,0.011,0.021,0.021,0.01,0.00800000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.003,0.002,0.005,0.00800000000000001,0.005,0.00600000000000001,0,0.406,0.003,0.01,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.443,0.002,0.00800000000000001,0.004,0.01,0.002,0.002,0.01,0.005,0.00700000000000001,0.004,0,0.524,0.841
"87457s",0.863,0.863,0.848,0.815,0.792,0.759,0.843,0.838,0.879,0,0.41,0.464,0.457,0.531,0.759,0.718,0.717,0.683,0.588,0.725,0.71,0,0.432,0.449,0.371,0.294,0.232,0.368,0.507,0.393,0.522,0.536,0.477,0,0.495,0.514,0.015,0.013,0.013,0.189,0.182,0.195,0.00800000000000001,0.00900000000000001,0.00800000000000001,0,0.096,0.188,0.012,0.012,0.011,0.021,0.022,0.01,0.00800000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.404,0.003,0.01,0.015,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.442,0.002,0.00900000000000001,0.005,0.011,0.003,0.003,0.011,0.00600000000000001,0.00800000000000001,0.005,0,0.522,0.839
"88475s",0.864,0.863,0.848,0.818,0.794,0.763,0.844,0.839,0.881,0,0.408,0.46,0.454,0.53,0.759,0.72,0.721,0.685,0.586,0.73,0.707,0,0.431,0.448,0.372,0.297,0.232,0.371,0.511,0.396,0.524,0.537,0.479,0,0.493,0.512,0.015,0.014,0.013,0.191,0.184,0.199,0.00800000000000001,0.01,0.00800000000000001,0,0.116,0.21,0.012,0.012,0.011,0.022,0.023,0.011,0.00800000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.00900000000000001,0.003,0.002,0.00600000000000001,0.00800000000000001,0.005,0.00600000000000001,0,0.403,0.004,0.01,0.014,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.442,0.002,0.00800000000000001,0.004,0.00900000000000001,0.002,0.002,0.01,0.004,0.00700000000000001,0.004,0,0.52,0.835
"89493s",0.864,0.863,0.848,0.82,0.796,0.764,0.845,0.839,0.881,0,0.404,0.457,0.45,0.53,0.758,0.722,0.724,0.688,0.586,0.735,0.705,0,0.429,0.446,0.375,0.299,0.233,0.373,0.514,0.397,0.525,0.538,0.479,0,0.491,0.509,0.015,0.015,0.014,0.192,0.186,0.202,0.00900000000000001,0.011,0.00800000000000001,0,0.141,0.236,0.012,0.012,0.011,0.023,0.024,0.011,0.00900000000000001,0.00700000000000001,0.00700000000000001,0,0.005,0.00700000000000001,0.012,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.4,0.005,0.01,0.014,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.442,0.002,0.00900000000000001,0.005,0.011,0.003,0.003,0.01,0.005,0.00800000000000001,0.005,0,0.517,0.831
"90511s",0.874,0.869,0.851,0.826,0.8,0.769,0.848,0.839,0.88,0,0.403,0.453,0.465,0.55,0.757,0.729,0.731,0.694,0.593,0.739,0.701,0,0.427,0.447,0.41,0.311,0.236,0.378,0.518,0.403,0.518,0.532,0.472,0,0.492,0.508,0.015,0.016,0.014,0.194,0.186,0.201,0.00900000000000001,0.011,0.00900000000000001,0,0.167,0.272,0.012,0.012,0.01,0.024,0.025,0.012,0.00900000000000001,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.394,0.00600000000000001,0.01,0.014,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.441,0.002,0.00800000000000001,0.004,0.00900000000000001,0.002,0.002,0.01,0.004,0.00700000000000001,0.004,0,0.514,0.83
"91528s",0.871,0.868,0.851,0.824,0.798,0.77,0.847,0.839,0.881,0,0.401,0.451,0.458,0.549,0.757,0.73,0.732,0.697,0.592,0.741,0.696,0,0.426,0.444,0.399,0.308,0.235,0.38,0.523,0.402,0.521,0.534,0.472,0,0.487,0.506,0.016,0.017,0.014,0.194,0.188,0.207,0.01,0.012,0.00900000000000001,0,0.189,0.326,0.012,0.012,0.01,0.025,0.026,0.012,0.01,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.394,0.00800000000000001,0.00900000000000001,0.014,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.44,0.002,0.00800000000000001,0.004,0.00900000000000001,0.002,0.002,0.01,0.004,0.00700000000000001,0.004,0,0.512,0.828
"92546s",0.873,0.87,0.851,0.827,0.802,0.773,0.85,0.841,0.883,0,0.398,0.448,0.449,0.538,0.757,0.731,0.732,0.697,0.586,0.745,0.692,0,0.424,0.441,0.392,0.311,0.237,0.379,0.526,0.404,0.527,0.542,0.478,0,0.487,0.504,0.015,0.017,0.014,0.195,0.19,0.209,0.00900000000000001,0.013,0.00900000000000001,0,0.212,0.367,0.013,0.012,0.011,0.026,0.028,0.013,0.011,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.393,0.00900000000000001,0.00900000000000001,0.014,0.012,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.439,0.002,0.00800000000000001,0.004,0.00900000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.004,0,0.509,0.828
"93564s",0.873,0.87,0.853,0.829,0.804,0.775,0.851,0.841,0.884,0,0.396,0.447,0.447,0.541,0.757,0.735,0.736,0.701,0.588,0.749,0.689,0,0.423,0.441,0.396,0.314,0.238,0.381,0.53,0.407,0.527,0.543,0.48,0,0.484,0.501,0.017,0.019,0.015,0.198,0.193,0.214,0.011,0.015,0.01,0,0.241,0.409,0.013,0.012,0.01,0.027,0.03,0.013,0.012,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.392,0.012,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.438,0.002,0.00900000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.005,0,0.508,0.828
"94582s",0.871,0.87,0.853,0.832,0.808,0.777,0.851,0.844,0.886,0,0.394,0.443,0.447,0.542,0.757,0.737,0.738,0.704,0.588,0.751,0.686,0,0.421,0.44,0.398,0.32,0.24,0.384,0.534,0.412,0.531,0.547,0.485,0,0.484,0.501,0.017,0.02,0.015,0.201,0.195,0.217,0.011,0.016,0.011,0,0.255,0.457,0.013,0.012,0.01,0.028,0.032,0.014,0.012,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.013,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.392,0.015,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.439,0.002,0.00700000000000001,0.004,0.00900000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.004,0,0.505,0.828
"95600s",0.878,0.873,0.855,0.837,0.81,0.78,0.853,0.842,0.884,0,0.392,0.441,0.463,0.557,0.757,0.743,0.744,0.709,0.591,0.751,0.676,0,0.421,0.44,0.436,0.333,0.243,0.39,0.537,0.416,0.521,0.535,0.475,0,0.483,0.497,0.017,0.021,0.016,0.203,0.195,0.214,0.012,0.018,0.012,0,0.276,0.499,0.014,0.012,0.01,0.029,0.034,0.015,0.014,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.388,0.018,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00700000000000001,0,0.437,0.002,0.00900000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.004,0,0.502,0.828
"96618s",0.878,0.873,0.855,0.835,0.81,0.78,0.852,0.843,0.885,0,0.391,0.439,0.463,0.56,0.758,0.743,0.745,0.711,0.596,0.751,0.677,0,0.42,0.438,0.429,0.332,0.245,0.394,0.542,0.419,0.521,0.537,0.479,0,0.479,0.495,0.018,0.023,0.017,0.204,0.197,0.219,0.013,0.019,0.013,0,0.312,0.54,0.014,0.012,0.01,0.03,0.036,0.016,0.015,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00700000000000001,0,0.387,0.022,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.437,0.002,0.00700000000000001,0.004,0.00900000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.004,0,0.5,0.829
"97636s",0.874,0.873,0.855,0.837,0.811,0.782,0.854,0.845,0.887,0,0.389,0.434,0.449,0.542,0.757,0.743,0.744,0.712,0.591,0.752,0.679,0,0.416,0.437,0.408,0.329,0.244,0.396,0.548,0.421,0.527,0.543,0.483,0,0.477,0.492,0.018,0.023,0.016,0.203,0.197,0.223,0.013,0.02,0.013,0,0.35,0.585,0.015,0.013,0.011,0.031,0.039,0.017,0.017,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.388,0.026,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.438,0.002,0.00700000000000001,0.004,0.00900000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.499,0.836
"98654s",0.872,0.872,0.856,0.84,0.814,0.784,0.854,0.846,0.889,0,0.388,0.434,0.447,0.538,0.757,0.745,0.747,0.714,0.591,0.755,0.678,0,0.416,0.436,0.406,0.326,0.241,0.397,0.55,0.423,0.529,0.546,0.485,0,0.474,0.489,0.019,0.025,0.018,0.206,0.201,0.228,0.015,0.022,0.015,0,0.384,0.62,0.015,0.013,0.01,0.033,0.043,0.018,0.019,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.387,0.033,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00700000000000001,0.00700000000000001,0.00600000000000001,0,0.437,0.002,0.00800000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.004,0,0.496,0.837
"99672s",0.875,0.873,0.856,0.842,0.816,0.784,0.853,0.847,0.89,0,0.387,0.432,0.453,0.547,0.756,0.748,0.751,0.717,0.596,0.759,0.678,0,0.415,0.434,0.414,0.328,0.242,0.4,0.555,0.428,0.53,0.548,0.49,0,0.473,0.489,0.019,0.026,0.018,0.206,0.2,0.228,0.015,0.023,0.015,0,0.414,0.647,0.016,0.013,0.01,0.034,0.046,0.019,0.021,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.386,0.039,0.00900000000000001,0.014,0.011,0.004,0.005,0.004,0.00600000000000001,0.00700000000000001,0.00600000000000001,0,0.436,0.002,0.00800000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.004,0,0.494,0.84
"100690s",0.875,0.873,0.857,0.844,0.819,0.786,0.854,0.849,0.892,0,0.386,0.429,0.448,0.541,0.754,0.749,0.751,0.719,0.594,0.757,0.675,0,0.414,0.434,0.411,0.329,0.241,0.401,0.558,0.43,0.534,0.552,0.495,0,0.472,0.487,0.02,0.028,0.019,0.208,0.202,0.232,0.016,0.024,0.016,0,0.434,0.675,0.017,0.013,0.01,0.036,0.051,0.021,0.023,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.387,0.048,0.00800000000000001,0.013,0.011,0.004,0.005,0.003,0.00600000000000001,0.00700000000000001,0.00600000000000001,0,0.438,0.002,0.00700000000000001,0.004,0.00900000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.492,0.842
"101708s",0.874,0.873,0.857,0.845,0.82,0.788,0.855,0.848,0.893,0,0.384,0.426,0.445,0.537,0.754,0.751,0.753,0.722,0.591,0.759,0.675,0,0.413,0.433,0.409,0.329,0.241,0.403,0.56,0.43,0.535,0.553,0.496,0,0.47,0.485,0.021,0.03,0.019,0.209,0.203,0.235,0.018,0.026,0.017,0,0.454,0.701,0.018,0.013,0.01,0.037,0.056,0.023,0.026,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.011,0.012,0.00900000000000001,0.004,0.003,0.00600000000000001,0.00800000000000001,0.00600000000000001,0.00600000000000001,0,0.386,0.06,0.00800000000000001,0.013,0.011,0.004,0.005,0.003,0.00600000000000001,0.00700000000000001,0.00600000000000001,0,0.439,0.002,0.00800000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.004,0,0.49,0.844
"102726s",0.875,0.875,0.859,0.848,0.824,0.791,0.857,0.851,0.895,0,0.384,0.425,0.45,0.539,0.755,0.753,0.756,0.725,0.594,0.759,0.667,0,0.411,0.433,0.414,0.336,0.243,0.406,0.564,0.435,0.536,0.554,0.498,0,0.469,0.484,0.023,0.033,0.021,0.211,0.205,0.238,0.02,0.03,0.019,0,0.475,0.725,0.019,0.013,0.01,0.039,0.063,0.025,0.029,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.01,0.012,0.01,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.386,0.075,0.00800000000000001,0.013,0.011,0.004,0.005,0.003,0.00600000000000001,0.00700000000000001,0.005,0,0.44,0.002,0.00800000000000001,0.005,0.01,0.003,0.003,0.01,0.005,0.00800000000000001,0.004,0,0.488,0.847
"103744s",0.875,0.874,0.859,0.849,0.825,0.793,0.857,0.851,0.895,0,0.384,0.422,0.449,0.537,0.754,0.754,0.757,0.727,0.593,0.759,0.663,0,0.409,0.432,0.415,0.339,0.245,0.409,0.566,0.438,0.536,0.554,0.497,0,0.465,0.482,0.023,0.034,0.022,0.211,0.205,0.24,0.021,0.031,0.019,0,0.491,0.739,0.021,0.014,0.01,0.041,0.071,0.027,0.031,0.00700000000000001,0.00600000000000001,0,0.005,0.00700000000000001,0.01,0.012,0.00900000000000001,0.004,0.003,0.00600000000000001,0.00900000000000001,0.00600000000000001,0.00600000000000001,0,0.385,0.093,0.00800000000000001,0.013,0.011,0.004,0.005,0.004,0.00600000000000001,0.00600000000000001,0.00600000000000001,0,0.44,0.002,0.00700000000000001,0.004,0.00800000000000001,0.002,0.002,0.00900000000000001,0.004,0.00700000000000001,0.003,0,0.485,0.849
